Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
35	:	1777627273.341	  1240.212	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 1.0 --lambda-evt 0.5         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_1.0_l2_0.5.log 2>&1
38	:	1777627277.847	  1240.370	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 1.0 --lambda-evt 5.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_1.0_l2_5.0.log 2>&1
34	:	1777627273.149	  1248.294	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 1.0 --lambda-evt 0.1         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_1.0_l2_0.1.log 2>&1
37	:	1777627275.814	  1246.387	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 1.0 --lambda-evt 2.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_1.0_l2_2.0.log 2>&1
36	:	1777627275.611	  1250.684	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 1.0 --lambda-evt 1.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_1.0_l2_1.0.log 2>&1
39	:	1777628160.239	  1255.565	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 2.0 --lambda-evt 0.1         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_2.0_l2_0.1.log 2>&1
40	:	1777628163.930	  1256.332	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 2.0 --lambda-evt 0.5         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_2.0_l2_0.5.log 2>&1
42	:	1777628506.220	  1263.483	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 2.0 --lambda-evt 2.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_2.0_l2_2.0.log 2>&1
41	:	1777628504.930	  1271.312	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 2.0 --lambda-evt 1.0         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_2.0_l2_1.0.log 2>&1
44	:	1777628513.558	  1274.846	0	0	0	0	python scripts/run_one_sens.py         --market DJIA --fold 0 --variant V4 --seed 1         --lambda-dd 5.0 --lambda-evt 0.1         --total-timesteps 100000         --config src/configs/intermediate_B.yaml --out results/sens_lambda         > logs/sens_lambda/DJIA_f0_V4_s1_l1_5.0_l2_0.1.log 2>&1
