Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
61	:	1778526369.562	     4.292	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V2 --seed 0 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V2_s0.log 2>&1
65	:	1778526373.213	     4.131	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V2 --seed 4 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V2_s4.log 2>&1
66	:	1778526373.250	     4.240	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V3 --seed 0 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V3_s0.log 2>&1
67	:	1778526373.357	     4.149	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V3 --seed 1 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V3_s1.log 2>&1
68	:	1778526373.392	     4.190	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V3 --seed 2 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V3_s2.log 2>&1
70	:	1778526373.563	     4.210	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V3 --seed 4 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V3_s4.log 2>&1
69	:	1778526373.510	     4.413	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V3 --seed 3 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V3_s3.log 2>&1
71	:	1778526373.625	     4.306	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V4 --seed 0 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V4_s0.log 2>&1
72	:	1778526373.709	     4.258	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V4 --seed 1 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V4_s1.log 2>&1
73	:	1778526373.752	     4.258	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V4 --seed 2 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V4_s2.log 2>&1
74	:	1778526373.788	     4.223	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V4 --seed 3 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V4_s3.log 2>&1
75	:	1778526373.798	     4.263	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 2 --variant V4 --seed 4 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f2_V4_s4.log 2>&1
77	:	1778526373.842	     4.220	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 3 --variant V0 --seed 1 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f3_V0_s1.log 2>&1
79	:	1778526373.859	     4.214	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 3 --variant V0 --seed 3 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f3_V0_s3.log 2>&1
78	:	1778526373.847	     4.264	0	0	0	0	python scripts/run_one.py --config src/configs/full_optimal_brd_cmdy.yaml --market BRD_CMDY --fold 3 --variant V0 --seed 2 --out results/full_optimal > logs/full_optimal/BRD_CMDY_f3_V0_s2.log 2>&1
