market,fold,alpha,pot_xi,pot_sigma,pot_var,pot_violation_rate,pot_expected_rate,gev_shape,gev_location,gev_scale,gev_var,gev_violation_rate
SP50,5,0.99,0.028873561053002206,0.005337222212569562,0.020542562687803398,0.055776892430278883,0.010000000000000009,0.22660745191453377,0.003681148450693676,0.003935662259383268,0.03556999239253479,0.00796812749003984
SP50,6,0.95,-0.036188464885237304,0.007537356069536045,0.013663904373480078,0.03968253968253968,0.050000000000000044,0.7845023168694307,0.003959345213688535,0.005948524196658641,0.07431950176936256,0.0
SP50,6,0.99,-0.036188464885237304,0.007537356069536045,0.02504662099428681,0.015873015873015872,0.010000000000000009,0.7845023168694307,0.003959345213688535,0.005948524196658641,0.2763451706684128,0.0
SP50,7,0.95,-0.11236818383249803,0.008723001804116361,0.013799418164701583,0.1349206349206349,0.050000000000000044,0.7956606338237935,0.0037391441659823076,0.005490835549880698,0.07016527785686633,0.011904761904761904
SP50,7,0.99,-0.11236818383249803,0.008723001804116361,0.026166692625206312,0.07142857142857142,0.010000000000000009,0.7956606338237935,0.0037391441659823076,0.005490835549880698,0.26506167371555633,0.0
SP50,8,0.95,0.1741020395223376,0.010295949580200494,0.016323902458335746,0.023809523809523808,0.050000000000000044,0.3680337339238009,0.003878230720518293,0.004732296741983487,0.029384055437996878,0.0
SP50,8,0.99,0.1741020395223376,0.010295949580200494,0.037905148443631104,0.0,0.010000000000000009,0.3680337339238009,0.003878230720518293,0.004732296741983487,0.06091541841855865,0.0
SP50,9,0.95,0.2278737832176686,0.009872589602035771,0.016807849407332494,0.09163346613545817,0.050000000000000044,0.7506089237107663,0.004135502628861703,0.006244158968854436,0.07313820906181226,0.0
SP50,9,0.99,0.2278737832176686,0.009872589602035771,0.036005742780730945,0.00796812749003984,0.010000000000000009,0.7506089237107663,0.004135502628861703,0.006244158968854436,0.2586263664776109,0.0
SP50,10,0.95,0.17465254789293055,0.008648194831974144,0.01958677765358328,0.0,0.050000000000000044,0.8025150096903759,0.005392918679409196,0.0076035302290118865,0.09866261811017636,0.0
SP50,10,0.99,0.17465254789293055,0.008648194831974144,0.039878612587510125,0.0,0.010000000000000009,0.8025150096903759,0.005392918679409196,0.0076035302290118865,0.3759695620110357,0.0
SP50,11,0.95,0.22616652891054173,0.00910476393498929,0.01763089717780151,0.007936507936507936,0.050000000000000044,0.31404366673097095,0.005617186181078829,0.005620081446856905,0.033204406834911424,0.0
SP50,11,0.99,0.22616652891054173,0.00910476393498929,0.03670139442205421,0.0,0.010000000000000009,0.31404366673097095,0.005617186181078829,0.005620081446856905,0.06360618117140915,0.0
