variant,market,n_runs,action_dim,approx_kl_final_mean,approx_kl_final_std,approx_kl_var_ratio,approx_kl_per_dim_final_mean,approx_kl_per_dim_final_std,approx_kl_per_dim_var_ratio,explained_variance_final_mean,explained_variance_final_std,explained_variance_var_ratio,clip_fraction_final_mean,clip_fraction_final_std,clip_fraction_var_ratio,entropy_loss_final_mean,entropy_loss_final_std,entropy_loss_var_ratio,policy_gradient_loss_final_mean,policy_gradient_loss_final_std,policy_gradient_loss_var_ratio,value_loss_final_mean,value_loss_final_std,value_loss_var_ratio,effective_step_norm_final_mean,effective_step_norm_final_std,effective_step_norm_var_ratio
V0,DJIA,5,29,0.42139652027533603,0.04993463469797532,0.38447840754186724,0.014530914492252966,0.0017218839551025975,0.38447840754186713,0.8373909667993967,0.05929493207782329,5.441617643777559e-05,0.7763136268028846,0.008457055387550342,0.12776820279322731,-54.74529967573973,0.900041955122809,1.4774751080261002,-0.12833445026482848,0.0033551523834325606,0.38741486405153136,0.00020945884115961306,8.002063493418114e-05,3.466485944409781e-05,2.620906489812411,0.0796276333300941,0.00628197423696225
V0,IBEX,5,28,0.425970648252047,0.04994435932058432,0.39084082352198857,0.015213237437573109,0.0017837271185922971,0.3908408235219885,0.8945098204223009,0.04939318690695556,4.2572092471083327e-05,0.7765095402644231,0.008514806965318974,0.11972780204052867,-52.692243377832256,0.8947635212859751,1.6824166219898835,-0.12729129983676102,0.0037406927544213525,0.5473397021208107,0.00041893148545554706,0.00014681535432125006,0.00013941634510866081,2.6091319018143873,0.07995288489204834,0.006438284701416637
V0,SP50,5,46,0.4618183804475344,0.058697076659974264,0.25541549946640957,0.010039530009729009,0.0012760234056516143,0.25541549946640957,0.8350323590120444,0.06263937503464567,7.912592388799981e-05,0.7883479567307693,0.00842595651290313,0.33081530741820325,-91.73719594529959,1.6377947657639624,1.142151634757868,-0.12923122773131931,0.0035664433962244836,0.2601725127260984,0.00019438010380974028,7.56689212703688e-05,2.2802082186131625e-05,3.07431848526001,0.14486883342810472,0.015631023409899723
V4,DJIA,5,29,0.3161774828686164,0.09667078805347017,1.295439189959363,0.010902671823055737,0.003333475450119661,1.295439189959363,0.9411825889005111,0.03697815724803454,0.01260215458785219,0.812867412860577,0.02222418440356301,0.15082996117714928,-49.06588495577299,0.7366939442427116,3.4431519134460395,-0.12740777511599244,0.0039645560481952075,0.3897664812666749,3.9365337730588825,1.7331254830843337,0.18267271578288838,1.93203884271475,0.23135085797374869,0.03000997082847241
V4,IBEX,5,28,0.3174040024097149,0.11541781743241734,4.637902983442215,0.01133585722891839,0.0041220649083006195,4.637902983442216,0.9604185604218107,0.026782096266830153,0.0074483828836608935,0.8100401141826923,0.024401628768972967,0.18600270237270256,-46.601515223759876,0.715504632550907,6.583109275619579,-0.12700434386440695,0.004164191306369792,0.4594141762526185,6.958983041843543,2.635690750923076,0.08825350891048135,1.7173265044505779,0.22300771225947688,0.020471695422314976
V4,SP50,5,46,0.3419452969615276,0.1330801615819304,0.25837155922505806,0.007433593412207121,0.0028930469909115297,0.258371559225058,0.9168130232852238,0.047953154509011824,0.020231882805744176,0.8161748798076923,0.025361143720842545,0.3405874916297421,-81.49287908946552,1.4059944247283143,2.1688394961269157,-0.12752890895938226,0.005127901922121767,0.5705819632198176,4.647757699741767,2.1238933541668787,0.31797142780456217,2.14850931259302,0.28297293092184106,0.04061858118558416
